trip_id,vehicle_id,driver_id,origin_city,destination_city,status,planned_start,planned_end,actual_start,actual_end,actual_distance_km,avg_speed,max_speed,idle_time_mins,stoppage_count
TRP_000029,VH_0019,DRV_0019,Lucknow,Pune,COMPLETED,2025-01-20 14:58:00,2025-01-20 16:31:00,2025-01-20 14:58:00.402,2025-01-20 16:31:00.461,91.634,43.2,82.77,3.87,1
TRP_000030,VH_0020,DRV_0320,Bangalore,Pune,IN_PROGRESS,2025-01-20 15:32:00,2025-01-20 16:32:00,2025-01-20 15:32:00.431,2025-01-20 16:32:00.985,32.935,42.66,82.69,2.58,1
TRP_000031,VH_0021,DRV_0021,Chennai,Delhi,COMPLETED,2025-01-20 06:49:00,2025-01-20 10:07:00,2025-01-20 06:49:00.255,2025-01-20 10:07:00.667,131.187,49.85,97.58,9.28,1
TRP_000032,VH_0021,DRV_0021,Chennai,Pune,COMPLETED,2025-01-20 15:36:00,2025-01-20 19:11:00,2025-01-20 15:36:00.102,2025-01-20 19:11:00.052,195.711,50.05,97.53,9.93,1
TRP_000033,VH_0024,DRV_0024,Ahmedabad,Ahmedabad,COMPLETED,2025-01-20 14:31:00,2025-01-20 15:29:00,2025-01-20 14:31:00.316,2025-01-20 15:29:00.574,46.547,57.34,111.86,2.63,1
TRP_000034,VH_0024,DRV_0024,Ahmedabad,Ahmedabad,COMPLETED,2025-01-20 16:52:00,2025-01-20 18:55:00,2025-01-20 16:52:00.943,2025-01-20 18:55:00.418,149.33,56.81,111.54,4.58,1
TRP_000035,VH_0025,DRV_0325,Delhi,Delhi,COMPLETED,2025-01-20 07:58:00,2025-01-20 09:53:00,2025-01-20 07:58:00.158,2025-01-20 09:53:00.804,87.41,57.73,111.48,4.52,1
TRP_000036,VH_0025,DRV_0325,Delhi,Hyderabad,IN_PROGRESS,2025-01-20 10:56:00,2025-01-20 12:55:00,2025-01-20 10:56:00.248,2025-01-20 12:55:00.415,117.508,57.07,111.74,5.43,1
TRP_000037,VH_0025,DRV_0325,Delhi,Delhi,COMPLETED,2025-01-20 16:46:00,2025-01-20 17:37:00,2025-01-20 16:46:00.806,2025-01-20 17:37:00.207,77.564,55.78,105.72,1.95,1
TRP_000038,VH_0025,DRV_0325,Delhi,Delhi,COMPLETED,2025-01-20 21:51:00,2025-01-21 00:13:00,2025-01-20 21:51:00.549,2025-01-21 00:13:00.748,330.983,56.8,108.55,6.12,1
TRP_000040,VH_0027,DRV_0327,Kolkata,Kolkata,COMPLETED,2025-01-20 20:16:00,2025-01-20 21:37:00,2025-01-20 20:16:00.895,2025-01-20 21:37:00.002,91.844,50.51,97.21,2.97,1
TRP_000041,VH_0028,DRV_0028,Jaipur,Jaipur,COMPLETED,2025-01-20 06:26:00,2025-01-20 08:17:00,2025-01-20 06:26:00.833,2025-01-20 08:17:00.582,60.609,42.9,83.7,5.93,1
TRP_000042,VH_0028,DRV_0028,Jaipur,Kolkata,IN_PROGRESS,2025-01-20 14:58:00,2025-01-20 15:55:00,2025-01-20 14:58:00.653,2025-01-20 15:55:00.386,284.073,44.93,83.51,1.12,1
TRP_000043,VH_0029,DRV_0329,Jaipur,Jaipur,COMPLETED,2025-01-20 12:31:00,2025-01-20 15:49:00,2025-01-20 12:31:00.033,2025-01-20 15:49:00.726,133.08,49.95,97.21,11.6,1
TRP_000044,VH_0029,DRV_0329,Jaipur,Jaipur,COMPLETED,2025-01-20 17:11:00,2025-01-20 20:46:00,2025-01-20 17:11:00.506,2025-01-20 20:46:00.26,212.562,50.18,96.22,9.92,1
TRP_000045,VH_0031,DRV_0331,Kolkata,Kolkata,COMPLETED,2025-01-20 16:38:00,2025-01-20 18:01:00,2025-01-20 16:38:00.859,2025-01-20 18:01:00.106,169.081,42.66,83.21,5.12,1
TRP_000046,VH_0031,DRV_0331,Kolkata,Kolkata,COMPLETED,2025-01-20 17:25:00,2025-01-20 18:09:00,2025-01-20 17:25:00.773,2025-01-20 18:09:00.422,364.873,42.43,80.74,1.55,1
TRP_000047,VH_0032,DRV_0032,Delhi,Jaipur,COMPLETED,2025-01-20 14:59:00,2025-01-20 16:04:00,2025-01-20 14:59:00.144,2025-01-20 16:04:00.776,42.683,50.92,95.01,2.65,1
TRP_000048,VH_0033,DRV_0033,Chennai,Chennai,COMPLETED,2025-01-20 15:44:00,2025-01-20 17:36:00,2025-01-20 15:44:00.204,2025-01-20 17:36:00.003,53.828,36.58,68.93,5.98,1
TRP_000049,VH_0033,DRV_0033,Chennai,Chennai,COMPLETED,2025-01-20 18:58:00,2025-01-20 19:41:00,2025-01-20 18:58:00.436,2025-01-20 19:41:00.446,79.029,35.57,69.3,1.9,1
TRP_000050,VH_0034,DRV_0334,Hyderabad,Hyderabad,IN_PROGRESS,2025-01-20 09:47:00,2025-01-20 10:45:00,2025-01-20 09:47:00.954,2025-01-20 10:45:00.871,41.594,55.8,110.41,3.67,1
TRP_000051,VH_0038,DRV_0338,Chennai,Bangalore,COMPLETED,2025-01-20 10:42:00,2025-01-20 11:33:00,2025-01-20 10:42:00.794,2025-01-20 11:33:00.156,47.449,35.83,68.21,1.97,1
TRP_000052,VH_0038,DRV_0338,Chennai,Kolkata,COMPLETED,2025-01-20 17:15:00,2025-01-20 18:24:00,2025-01-20 17:15:00.999,2025-01-20 18:24:00.34,74.489,36.92,67.89,1.98,1
TRP_000053,VH_0038,DRV_0338,Chennai,Chennai,COMPLETED,2025-01-20 20:18:00,2025-01-20 21:31:00,2025-01-20 20:18:00.183,2025-01-20 21:31:00.382,59.578,36.46,66.52,4.08,1
TRP_000054,VH_0039,DRV_0339,Bangalore,Bangalore,COMPLETED,2025-01-20 14:30:00,2025-01-20 15:58:00,2025-01-20 14:30:00.198,2025-01-20 15:58:00.76,43.612,36.13,69.88,3.1,1
TRP_000055,VH_0041,DRV_0341,Pune,Pune,IN_PROGRESS,2025-01-20 16:01:00,2025-01-20 18:06:00,2025-01-20 16:01:00.497,2025-01-20 18:06:00.563,152.156,57.12,110.83,84.48,1
TRP_000056,VH_0043,DRV_0343,Chennai,Chennai,IN_PROGRESS,2025-01-20 08:24:00,2025-01-20 10:22:00,2025-01-20 08:24:00.998,2025-01-20 10:22:00.297,312.443,56.21,108.96,3.45,1
TRP_000057,VH_0043,DRV_0343,Chennai,Mumbai,COMPLETED,2025-01-20 09:18:00,2025-01-20 10:45:00,2025-01-20 09:18:00.586,2025-01-20 10:45:00.384,539.243,57.18,109.47,2.38,1
TRP_000058,VH_0043,DRV_0343,Chennai,Chennai,COMPLETED,2025-01-20 15:22:00,2025-01-20 17:36:00,2025-01-20 15:22:00.082,2025-01-20 17:36:00.689,172.394,57.45,109.91,6.45,1
TRP_000059,VH_0044,DRV_0044,Kolkata,Kolkata,COMPLETED,2025-01-20 18:26:00,2025-01-20 19:42:00,2025-01-20 18:26:00.562,2025-01-20 19:42:00.168,38.329,36.51,69.68,4.97,1
TRP_000060,VH_0044,DRV_0044,Kolkata,Lucknow,COMPLETED,2025-01-20 20:21:00,2025-01-20 21:59:00,2025-01-20 20:21:00.821,2025-01-20 21:59:00.193,68.294,35.16,67.96,5.62,1
TRP_000061,VH_0045,DRV_0045,Kolkata,Kolkata,COMPLETED,2025-01-20 13:46:00,2025-01-20 17:32:00,2025-01-20 13:46:00.153,2025-01-20 17:32:00.197,1366.12,50.3,97.32,6.85,1
TRP_000062,VH_0045,DRV_0045,Kolkata,Mumbai,COMPLETED,2025-01-20 14:21:00,2025-01-20 16:55:00,2025-01-20 14:21:00.536,2025-01-20 16:55:00.215,5607.826,49.71,96.83,5.65,1
TRP_000063,VH_0045,DRV_0045,Kolkata,Kolkata,COMPLETED,2025-01-20 21:18:00,2025-01-21 00:52:00,2025-01-20 21:18:00.465,2025-01-21 00:52:00.122,238.199,50.26,97.25,7.72,1
TRP_000064,VH_0046,DRV_0346,Mumbai,Mumbai,COMPLETED,2025-01-20 18:01:00,2025-01-20 19:23:00,2025-01-20 18:01:00.481,2025-01-20 19:23:00.621,84.986,42.48,83.63,913.07,1
TRP_000065,VH_0046,DRV_0346,Mumbai,Pune,COMPLETED,2025-01-20 19:46:00,2025-01-20 20:50:00,2025-01-20 19:46:00.32,2025-01-20 20:50:00.779,67.651,42.42,83.51,3.6,1
TRP_000066,VH_0047,DRV_0347,Lucknow,Jaipur,COMPLETED,2025-01-20 10:13:00,2025-01-20 12:13:00,2025-01-20 10:13:00.502,2025-01-20 12:13:00.024,84.212,57.03,110.78,7.22,1
TRP_000067,VH_0048,DRV_0348,Kolkata,Lucknow,COMPLETED,2025-01-20 11:54:00,2025-01-20 13:58:00,2025-01-20 11:54:00.737,2025-01-20 13:58:00.923,132.432,56.97,111.8,6.97,1
TRP_000068,VH_0049,DRV_0349,Chennai,Bangalore,COMPLETED,2025-01-20 12:30:00,2025-01-20 14:35:00,2025-01-20 12:30:00.578,2025-01-20 14:35:00.59,87.608,55.44,112.0,6.95,1
TRP_000069,VH_0049,DRV_0349,Chennai,Chennai,COMPLETED,2025-01-20 15:27:00,2025-01-20 18:07:00,2025-01-20 15:27:00.667,2025-01-20 18:07:00.443,170.193,57.99,111.91,8.75,1
TRP_000070,VH_0049,DRV_0349,Chennai,Chennai,COMPLETED,2025-01-20 20:23:00,2025-01-20 22:52:00,2025-01-20 20:23:00.433,2025-01-20 22:52:00.148,125.295,56.67,111.48,8.0,1
TRP_000071,VH_0050,DRV_0050,Hyderabad,Hyderabad,COMPLETED,2025-01-20 11:53:00,2025-01-20 13:23:00,2025-01-20 11:53:00.207,2025-01-20 13:23:00.609,73.899,48.35,96.97,8.25,1
TRP_000072,VH_0050,DRV_0050,Hyderabad,Hyderabad,COMPLETED,2025-01-20 13:56:00,2025-01-20 16:22:00,2025-01-20 13:56:00.349,2025-01-20 16:22:00.985,95.903,50.55,97.08,8.0,1
TRP_000073,VH_0052,DRV_0052,Chennai,Chennai,COMPLETED,2025-01-20 11:06:00,2025-01-20 13:05:00,2025-01-20 11:06:00.089,2025-01-20 13:05:00.6,78.045,49.76,97.8,5.62,1
TRP_000074,VH_0052,DRV_0052,Chennai,Mumbai,COMPLETED,2025-01-20 18:50:00,2025-01-20 21:50:00,2025-01-20 18:50:00.89,2025-01-20 21:50:00.694,168.627,49.9,97.56,9.53,1
TRP_000075,VH_0053,DRV_0053,Bangalore,Jaipur,COMPLETED,2025-01-20 07:53:00,2025-01-20 08:26:00,2025-01-20 07:53:00.832,2025-01-20 08:26:00.38,19.855,43.88,82.08,1.17,1
TRP_000076,VH_0053,DRV_0053,Bangalore,Mumbai,IN_PROGRESS,2025-01-20 09:50:00,2025-01-20 11:29:00,2025-01-20 09:50:00.533,2025-01-20 11:29:00.661,106.8,44.24,83.68,4.07,1
TRP_000078,VH_0053,DRV_0053,Bangalore,Bangalore,COMPLETED,2025-01-20 17:24:00,2025-01-20 18:07:00,2025-01-20 17:24:00.025,2025-01-20 18:07:00.068,74.355,44.5,82.39,1.23,1
TRP_000079,VH_0055,DRV_0055,Delhi,Delhi,COMPLETED,2025-01-20 08:49:00,2025-01-20 11:23:00,2025-01-20 08:49:00.949,2025-01-20 11:23:00.047,635.326,50.01,96.67,5.28,1
TRP_000080,VH_0055,DRV_0055,Delhi,Delhi,COMPLETED,2025-01-20 09:00:00,2025-01-20 10:51:00,2025-01-20 09:00:00.383,2025-01-20 10:51:00.283,590.608,49.21,92.68,2.77,1
TRP_000081,VH_0055,DRV_0055,Delhi,Delhi,COMPLETED,2025-01-20 19:31:00,2025-01-20 21:17:00,2025-01-20 19:31:00.248,2025-01-20 21:17:00.503,125.39,49.21,96.86,6.1,1
TRP_000082,VH_0056,DRV_0056,Delhi,Delhi,COMPLETED,2025-01-20 07:42:00,2025-01-20 10:20:00,2025-01-20 07:42:00.946,2025-01-20 10:20:00.762,112.264,56.28,110.55,8.17,1
TRP_000083,VH_0058,DRV_0058,Lucknow,Mumbai,COMPLETED,2025-01-20 13:34:00,2025-01-20 14:34:00,2025-01-20 13:34:00.156,2025-01-20 14:34:00.08,29.184,40.85,83.72,4.05,1
TRP_000084,VH_0058,DRV_0058,Lucknow,Lucknow,IN_PROGRESS,2025-01-20 18:39:00,2025-01-20 19:48:00,2025-01-20 18:39:00.038,2025-01-20 19:48:00.786,68.641,43.32,83.59,2.32,1
TRP_000085,VH_0059,DRV_0059,Pune,Kolkata,COMPLETED,2025-01-20 12:03:00,2025-01-20 13:47:00,2025-01-20 12:03:00.216,2025-01-20 13:47:00.186,62.287,44.16,82.63,3.5,1
TRP_000086,VH_0059,DRV_0059,Pune,Pune,COMPLETED,2025-01-20 19:46:00,2025-01-20 21:13:00,2025-01-20 19:46:00.329,2025-01-20 21:13:00.494,92.979,42.77,83.02,8.95,1
TRP_000087,VH_0062,DRV_0062,Delhi,Delhi,COMPLETED,2025-01-20 06:09:00,2025-01-20 06:47:00,2025-01-20 06:09:00.974,2025-01-20 06:47:00.354,20.205,35.15,64.56,1.9,1
TRP_000089,VH_0063,DRV_0063,Hyderabad,Hyderabad,COMPLETED,2025-01-20 09:07:00,2025-01-20 09:57:00,2025-01-20 09:07:00.915,2025-01-20 09:57:00.792,23.22,36.46,66.26,2.15,1
TRP_000090,VH_0063,DRV_0063,Hyderabad,Hyderabad,COMPLETED,2025-01-20 13:56:00,2025-01-20 15:48:00,2025-01-20 13:56:00.005,2025-01-20 15:48:00.114,77.592,35.85,69.96,4.55,1
TRP_000091,VH_0064,DRV_0064,Lucknow,Lucknow,COMPLETED,2025-01-20 18:20:00,2025-01-20 19:30:00,2025-01-20 18:20:00.635,2025-01-20 19:30:00.833,40.09,43.67,81.93,3.3,1
TRP_000092,VH_0065,DRV_0065,Bangalore,Chennai,COMPLETED,2025-01-20 06:04:00,2025-01-20 06:45:00,2025-01-20 06:04:00.445,2025-01-20 06:45:00.149,21.635,43.07,73.66,3.68,1
TRP_000093,VH_0066,DRV_0066,Chennai,Chennai,COMPLETED,2025-01-20 11:56:00,2025-01-20 13:20:00,2025-01-20 11:56:00.754,2025-01-20 13:20:00.208,4918.645,36.67,69.8,3.12,1
TRP_000094,VH_0066,DRV_0066,Chennai,Chennai,COMPLETED,2025-01-20 12:51:00,2025-01-20 14:42:00,2025-01-20 12:51:00.019,2025-01-20 14:42:00.448,234.924,36.89,67.95,3.9,1
TRP_000095,VH_0066,DRV_0066,Chennai,Chennai,COMPLETED,2025-01-20 18:37:00,2025-01-20 19:27:00,2025-01-20 18:37:00.144,2025-01-20 19:27:00.242,60.049,36.34,67.06,2.38,1
TRP_000096,VH_0066,DRV_0066,Chennai,Chennai,IN_PROGRESS,2025-01-20 21:53:00,2025-01-20 22:38:00,2025-01-20 21:53:00.404,2025-01-20 22:38:00.969,28.572,35.58,58.47,2.82,1
TRP_000097,VH_0067,DRV_0067,Jaipur,Jaipur,COMPLETED,2025-01-20 13:03:00,2025-01-20 13:35:00,2025-01-20 13:03:00.233,2025-01-20 13:35:00.392,14.952,36.04,68.93,2.45,1
TRP_000099,VH_0069,DRV_0069,Hyderabad,Ahmedabad,COMPLETED,2025-01-20 14:45:00,2025-01-20 16:18:00,2025-01-20 14:45:00.504,2025-01-20 16:18:00.012,68.386,56.75,110.55,3.98,1
TRP_000100,VH_0070,DRV_0070,Bangalore,Bangalore,IN_PROGRESS,2025-01-20 12:29:00,2025-01-20 14:13:00,2025-01-20 12:29:00.515,2025-01-20 14:13:00.847,81.067,57.08,110.44,4.38,1
TRP_000101,VH_0071,DRV_0071,Pune,Pune,IN_PROGRESS,2025-01-20 10:12:00,2025-01-20 12:12:00,2025-01-20 10:12:00.338,2025-01-20 12:12:00.148,93.973,35.87,69.86,7.75,1
TRP_000102,VH_0071,DRV_0071,Pune,Pune,COMPLETED,2025-01-20 14:49:00,2025-01-20 15:33:00,2025-01-20 14:49:00.656,2025-01-20 15:33:00.971,48.255,36.91,66.13,1.28,1
TRP_000103,VH_0071,DRV_0071,Pune,Pune,COMPLETED,2025-01-20 19:13:00,2025-01-20 19:44:00,2025-01-20 19:13:00.632,2025-01-20 19:44:00.316,20.933,36.55,67.07,2.23,1
TRP_000104,VH_0072,DRV_0072,Jaipur,Jaipur,COMPLETED,2025-01-20 21:37:00,2025-01-20 23:09:00,2025-01-20 21:37:00.092,2025-01-20 23:09:00.731,58.959,49.34,97.73,3.98,1
TRP_000105,VH_0073,DRV_0073,Lucknow,Kolkata,COMPLETED,2025-01-20 08:47:00,2025-01-20 11:22:00,2025-01-20 08:47:00.483,2025-01-20 11:22:00.589,138.397,57.31,110.43,9.45,1
TRP_000106,VH_0073,DRV_0073,Lucknow,Lucknow,COMPLETED,2025-01-20 16:57:00,2025-01-20 17:43:00,2025-01-20 16:57:00.57,2025-01-20 17:43:00.691,60.888,55.35,111.16,2.05,1
TRP_000107,VH_0075,DRV_0075,Jaipur,Chennai,COMPLETED,2025-01-20 08:32:00,2025-01-20 10:05:00,2025-01-20 08:32:00.12,2025-01-20 10:05:00.806,64.397,56.11,110.79,7.17,1
TRP_000108,VH_0076,DRV_0076,Hyderabad,Hyderabad,COMPLETED,2025-01-20 21:45:00,2025-01-21 00:42:00,2025-01-20 21:45:00.141,2025-01-21 00:42:00.951,141.261,57.86,110.78,6.93,1
TRP_000109,VH_0077,DRV_0077,Pune,Pune,COMPLETED,2025-01-20 12:47:00,2025-01-20 15:39:00,2025-01-20 12:47:00.811,2025-01-20 15:39:00.477,122.205,56.47,111.56,9.08,1
TRP_000110,VH_0078,DRV_0078,Kolkata,Hyderabad,COMPLETED,2025-01-20 17:22:00,2025-01-20 19:27:00,2025-01-20 17:22:00.753,2025-01-20 19:27:00.964,88.11,56.28,111.22,6.4,1
TRP_000111,VH_0079,DRV_0079,Mumbai,Mumbai,COMPLETED,2025-01-20 18:11:00,2025-01-20 19:30:00,2025-01-20 18:11:00.433,2025-01-20 19:30:00.518,55.258,55.57,109.33,5.28,1
TRP_000112,VH_0080,DRV_0080,Ahmedabad,Mumbai,COMPLETED,2025-01-20 07:24:00,2025-01-20 09:22:00,2025-01-20 07:24:00.947,2025-01-20 09:22:00.983,107.217,37.02,69.84,3.75,1
TRP_000113,VH_0081,DRV_0081,Chennai,Chennai,COMPLETED,2025-01-20 08:41:00,2025-01-20 09:21:00,2025-01-20 08:41:00.42,2025-01-20 09:21:00.023,53.232,42.37,81.76,1.83,1
TRP_000114,VH_0081,DRV_0081,Chennai,Chennai,COMPLETED,2025-01-20 13:27:00,2025-01-20 14:58:00,2025-01-20 13:27:00.049,2025-01-20 14:58:00.785,71.316,43.46,83.53,5.08,1
TRP_000115,VH_0082,DRV_0082,Hyderabad,Ahmedabad,COMPLETED,2025-01-20 07:37:00,2025-01-20 08:45:00,2025-01-20 07:37:00.736,2025-01-20 08:45:00.39,38.467,42.66,82.53,2.97,1
TRP_000116,VH_0082,DRV_0082,Hyderabad,Hyderabad,COMPLETED,2025-01-20 09:48:00,2025-01-20 10:25:00,2025-01-20 09:48:00.148,2025-01-20 10:25:00.686,74.49,43.65,79.62,1.5,1
TRP_000117,VH_0084,DRV_0084,Hyderabad,Hyderabad,COMPLETED,2025-01-20 08:11:00,2025-01-20 09:12:00,2025-01-20 08:11:00.87,2025-01-20 09:12:00.155,45.128,56.56,107.36,3.58,1
TRP_000118,VH_0084,DRV_0084,Hyderabad,Ahmedabad,COMPLETED,2025-01-20 19:58:00,2025-01-20 21:26:00,2025-01-20 19:58:00.249,2025-01-20 21:26:00.51,126.423,55.52,111.3,5.33,1
TRP_000119,VH_0085,DRV_0085,Mumbai,Pune,COMPLETED,2025-01-20 18:09:00,2025-01-20 19:16:00,2025-01-20 18:09:00.331,2025-01-20 19:16:00.512,42.459,48.89,97.38,2.78,1
TRP_000120,VH_0086,DRV_0086,Hyderabad,Hyderabad,COMPLETED,2025-01-20 10:49:00,2025-01-20 13:09:00,2025-01-20 10:49:00.15,2025-01-20 13:09:00.237,969.019,56.37,111.44,4.92,1
TRP_000121,VH_0086,DRV_0086,Hyderabad,Hyderabad,IN_PROGRESS,2025-01-20 11:29:00,2025-01-20 14:10:00,2025-01-20 11:29:00.193,2025-01-20 14:10:00.512,653.406,55.41,110.18,5.3,1
TRP_000122,VH_0086,DRV_0086,Hyderabad,Hyderabad,COMPLETED,2025-01-20 15:46:00,2025-01-20 18:22:00,2025-01-20 15:46:00.052,2025-01-20 18:22:00.684,753.996,55.41,111.82,6.0,1
TRP_000123,VH_0086,DRV_0086,Hyderabad,Lucknow,COMPLETED,2025-01-20 17:20:00,2025-01-20 20:04:00,2025-01-20 17:20:00.068,2025-01-20 20:04:00.341,541.439,56.87,111.78,7.75,1
TRP_000124,VH_0087,DRV_0087,Bangalore,Bangalore,COMPLETED,2025-01-20 08:16:00,2025-01-20 10:18:00,2025-01-20 08:16:00.696,2025-01-20 10:18:00.723,81.778,49.91,96.64,4.63,1
TRP_000125,VH_0087,DRV_0087,Bangalore,Bangalore,COMPLETED,2025-01-20 13:54:00,2025-01-20 16:14:00,2025-01-20 13:54:00.519,2025-01-20 16:14:00.667,133.913,49.83,95.75,221.92,1
TRP_000126,VH_0088,DRV_0088,Pune,Kolkata,COMPLETED,2025-01-20 21:36:00,2025-01-20 22:50:00,2025-01-20 21:36:00.733,2025-01-20 22:50:00.341,54.738,56.39,109.96,3.7,1
TRP_000127,VH_0089,DRV_0089,Mumbai,Lucknow,COMPLETED,2025-01-20 08:22:00,2025-01-20 10:11:00,2025-01-20 08:22:00.97,2025-01-20 10:11:00.825,286.382,42.94,81.81,4.4,1
