date_id,vehicle_id,total_distance_km,running_hours,idle_hours,avg_speed,max_speed,trip_count,anomaly_count
20250124,VH_0008,741.651,6.191,0.23,56.66,111.99,2,408
20250124,VH_0195,66.91,15.147,0.071,50.51,97.91,1,43
20250124,VH_0233,727.399,15.074,0.183,56.45,111.59,2,640
20250124,VH_0061,118.967,4.204,0.038,54.23,111.91,1,21
20250124,VH_0026,284.421,14.599,0.111,55.72,110.97,2,402
20250124,VH_0125,75.87,17.249,0.039,49.46,94.19,1,28
20250124,VH_0227,399.314,26.086,18.24,56.99,111.82,3,101
20250124,VH_0276,152.019,16.116,0.075,56.66,111.94,1,47
20250124,VH_0202,116.462,66.822,0.079,36.23,69.65,2,58
20250124,VH_0179,133.175,32.565,0.036,57.21,111.48,2,20
20250124,VH_0275,154.945,21.116,0.12,50.13,97.12,1,61
20250124,VH_0271,387.544,5.724,0.115,54.2,109.96,1,40
20250124,VH_0006,251.39,31.681,0.194,50.09,97.99,1,103
20250124,VH_0075,345.919,53.366,0.127,56.82,110.31,2,60
20250125,VH_0208,243.435,3.384,0.108,48.99,96.27,1,61
20250125,VH_0240,152.108,2.726,0.036,47.45,93.47,1,25
20250125,VH_0063,199.613,25.731,0.154,35.57,68.61,3,104
20250125,VH_0079,407.124,18.452,0.122,55.66,109.22,4,48
20250125,VH_0129,35.105,18.064,0.014,43.49,72.22,1,13
20250125,VH_0115,125.624,24.634,0.13,56.74,111.23,1,53
20250125,VH_0225,1736.15,23.429,0.232,50.26,97.97,2,583
20250125,VH_0052,164.994,4.875,0.132,49.37,97.56,1,81
20250126,VH_0263,198.916,13.562,0.264,49.33,97.93,2,113
20250126,VH_0019,569.01,21.227,0.216,42.85,83.02,4,279
20250126,VH_0114,144.038,14.281,0.099,56.76,110.82,1,32
20250126,VH_0022,93.183,12.856,0.056,36.74,69.2,1,57
20250120,VH_0062,21.325,4.331,0.032,33.29,64.56,1,17
20250120,VH_0116,1320.424,16.741,0.436,56.25,111.36,4,807
20250120,VH_0063,100.812,6.678,0.112,36.03,69.96,2,92
20250120,VH_0129,141.345,5.679,0.174,43.46,83.11,2,105
20250120,VH_0052,353.062,6.764,0.253,49.35,97.8,2,141
20250120,VH_0175,193.149,2.597,0.136,56.59,111.46,2,124
20250120,VH_0115,288.954,19.182,0.233,56.19,111.57,3,63
20250120,VH_0208,2249.107,17.264,0.204,48.57,97.08,3,596
20250120,VH_0240,280.187,6.226,0.329,49.89,97.78,2,142
20250120,VH_0079,55.258,1.314,0.088,55.57,109.33,1,30
20250121,VH_0045,34.78,0.868,0.028,48.38,97.14,1,16
20250121,VH_0239,702.856,9.378,0.141,57.28,111.06,2,179
20250121,VH_0031,115.27,22.467,0.09,42.0,82.12,2,42
20250121,VH_0002,524.697,22.674,0.591,49.79,97.54,4,338
20250121,VH_0252,202.225,31.426,0.132,36.78,69.5,3,131
20250121,VH_0206,45.778,1.564,0.071,36.67,69.35,1,60
20250121,VH_0289,84.043,21.214,0.062,43.71,83.55,1,46
20250121,VH_0235,167.609,24.38,0.059,49.5,96.92,2,43
20250121,VH_0296,272.729,22.101,0.188,57.28,111.21,2,82
20250121,VH_0073,74.324,16.929,0.045,56.81,110.32,1,28
20250121,VH_0068,2454.246,43.732,0.172,56.75,111.43,3,289
20250121,VH_0028,137.336,30.965,0.028,43.85,83.74,3,24
20250121,VH_0229,126.886,21.526,0.122,55.64,111.69,1,29
20250121,VH_0216,109.747,3.398,0.093,46.98,96.42,1,40
20250121,VH_0203,312.309,10.047,0.144,49.39,97.42,2,66
20250122,VH_0052,316.18,6.278,0.173,49.63,97.34,2,111
20250122,VH_0063,331.654,25.159,0.094,36.27,68.26,3,87
20250122,VH_0175,1020.204,31.444,17.335,56.4,111.75,3,488
20250122,VH_0208,323.85,12.029,0.145,49.88,97.3,2,341
20250122,VH_0062,301.36,8.304,0.329,35.82,69.94,4,212
20250122,VH_0129,143.709,26.781,0.052,43.36,83.94,2,48
20250122,VH_0115,229.52,30.031,0.196,56.09,110.55,1,46
20250122,VH_0079,209.434,33.973,0.073,54.87,111.67,2,40
20250126,VH_0290,237.521,12.227,0.091,56.11,111.44,1,46
20250126,VH_0044,1583.222,53.83,0.089,35.81,68.78,3,520
20250126,VH_0049,173.611,23.767,0.106,56.82,109.1,1,58
20250126,VH_0037,170.825,4.191,0.09,55.16,111.25,1,26
20250127,VH_0050,49.183,1.249,0.048,49.23,97.48,1,21
20250127,VH_0086,9.415,0.235,0.013,54.57,99.62,1,2
20250127,VH_0232,9.427,0.184,0.005,58.41,108.24,1,3
20250127,VH_0158,44.101,0.978,0.04,55.12,109.39,1,15
20250123,VH_0104,82.436,13.016,0.027,37.0,67.33,1,56
20250123,VH_0096,51.295,2.826,0.018,32.95,58.91,1,22
20250123,VH_0173,808.09,11.761,0.289,56.88,111.64,4,265
20250123,VH_0247,321.243,24.186,0.356,49.47,97.03,2,123
20250123,VH_0177,153.589,15.833,0.096,57.02,111.16,1,49
20250123,VH_0004,218.345,9.445,0.176,36.08,69.04,3,126
20250123,VH_0215,50.488,2.549,0.024,39.75,78.4,2,22
20250123,VH_0150,76.511,20.796,0.072,49.07,91.86,1,31
20250123,VH_0021,10418.194,32.383,0.092,50.25,97.27,2,642
20250123,VH_0268,166.665,20.143,0.127,42.98,83.5,2,72
20250124,VH_0037,328.883,19.698,0.081,56.53,109.85,3,43
20250124,VH_0290,147.63,13.899,0.093,55.37,111.88,1,28
20250124,VH_0192,272.605,21.498,0.183,50.21,97.37,2,97
20250124,VH_0098,148.205,2.543,0.088,41.24,80.46,2,43
20250124,VH_0044,110.976,30.945,0.136,36.83,69.31,2,83
20250124,VH_0022,134.755,25.245,0.147,36.63,69.67,3,127
20250124,VH_0049,3168.831,45.877,0.186,56.06,111.33,3,724
20250124,VH_0114,558.665,36.046,0.106,57.52,111.57,2,536
20250125,VH_0140,48.91,34.37,0.07,34.65,60.52,1,24
20250125,VH_0088,643.291,21.479,0.236,57.43,111.71,3,217
20250125,VH_0013,269.525,6.502,0.046,34.64,68.67,2,33
20250125,VH_0204,185.57,22.849,0.208,49.23,97.5,1,95
20250125,VH_0214,358.939,18.969,4.77,56.77,110.99,2,36
20250125,VH_0153,140.66,15.958,0.029,43.76,81.58,2,14
20250125,VH_0111,253.042,21.326,1.613,56.98,111.02,2,71
20250125,VH_0090,607.436,25.547,2.943,35.96,69.36,3,236
20250125,VH_0199,93.86,42.399,0.091,56.17,110.52,1,26
20250125,VH_0191,124.364,4.259,0.031,50.16,97.65,1,34
20250126,VH_0276,276.893,3.644,0.187,56.28,110.72,2,65
20250126,VH_0271,233.194,7.096,0.169,54.82,111.98,1,50
20250126,VH_0008,175.284,1.477,0.068,53.54,109.58,1,19
20250126,VH_0075,137.866,9.516,0.11,56.39,111.97,1,35
20250126,VH_0095,149.524,12.983,0.0,56.46,56.46,1,1
20250126,VH_0048,844.856,13.809,0.181,55.92,111.13,2,403
20250126,VH_0179,90.619,33.665,0.023,58.82,107.86,1,28
20250126,VH_0220,16369.143,22.548,0.394,56.34,111.58,4,710
20250126,VH_0202,714.561,19.322,0.103,36.64,69.3,3,450
20250126,VH_0185,286.651,25.852,0.174,43.95,83.86,4,119
20250126,VH_0107,126.058,51.218,0.123,36.48,69.88,2,116
20250126,VH_0166,282.132,27.895,0.165,37.11,69.69,3,209
20250126,VH_0067,37.978,24.616,23.989,35.74,67.36,1,25
20250126,VH_0006,460.405,12.841,0.27,49.79,97.89,3,162
20250126,VH_0125,2563.709,36.113,0.243,50.14,97.8,6,1197
20250126,VH_0256,244.838,26.401,0.138,55.96,111.11,2,50
20250120,VH_0111,67.468,1.616,0.086,55.91,110.5,1,36
20250120,VH_0214,643.798,12.995,0.357,56.42,111.75,4,339
20250120,VH_0013,126.943,5.698,0.272,36.38,69.66,3,152
20250120,VH_0191,138.989,3.614,0.196,49.81,98.0,1,84
20250120,VH_0199,1275.721,7.921,0.182,55.8,111.71,2,613
20250120,VH_0153,114.685,3.383,0.601,40.77,83.18,2,55
20250120,VH_0193,74.817,1.849,0.102,49.25,92.38,1,42
20250120,VH_0038,238.832,9.846,0.134,36.13,68.21,3,116
20250120,VH_0090,108.74,3.221,0.074,35.9,69.76,2,96
20250120,VH_0140,100.039,4.83,2.611,36.16,69.66,2,81
20250120,VH_0151,104.027,2.376,0.081,42.29,83.05,1,66
20250120,VH_0189,36.838,1.248,0.058,36.29,69.49,1,61
20250120,VH_0088,54.738,1.231,0.062,56.39,109.96,1,26
20250121,VH_0092,5.945,0.123,0.002,51.04,97.09,1,6
20250121,VH_0025,155.931,1.705,0.003,48.17,88.82,2,5
20250121,VH_0157,191.601,5.294,0.133,50.18,97.6,2,54
20250121,VH_0040,261.745,16.211,0.316,35.78,69.94,4,231
20250121,VH_0057,239.418,11.23,0.121,57.36,111.99,3,57
20250121,VH_0200,227.518,22.016,0.092,41.41,74.34,2,22
20250121,VH_0086,427.457,21.694,0.286,57.05,111.74,2,124
20250121,VH_0228,362.33,7.051,0.213,56.27,111.51,3,95
20250121,VH_0238,368.454,7.233,1.436,49.98,97.79,2,140
20250121,VH_0158,539.391,21.009,0.249,57.12,111.42,3,107
20250121,VH_0207,380.587,23.76,0.361,49.6,97.66,3,173
20250121,VH_0050,239.625,23.513,0.203,50.26,97.94,2,106
20250121,VH_0064,352.219,7.377,0.333,42.67,83.32,3,94
20250121,VH_0074,61.352,10.0,0.065,34.33,68.88,2,39
20250121,VH_0128,99.91,23.35,0.034,36.21,69.89,1,42
20250122,VH_0140,127.088,23.646,0.065,37.26,69.76,3,70
20250122,VH_0090,364.698,9.557,0.272,35.62,69.69,5,192
20250122,VH_0193,840.113,60.732,0.393,50.24,98.0,4,416
20250122,VH_0204,382.878,17.771,0.312,50.29,97.98,2,173
20250122,VH_0147,8776.337,11.657,0.125,42.97,82.93,4,154
20250122,VH_0088,232.622,6.406,0.189,55.46,110.49,3,42
20250122,VH_0191,191.464,27.196,0.177,49.66,97.33,3,82
20250122,VH_0038,42.656,20.064,0.038,36.36,68.91,1,30
20250122,VH_0151,127.928,18.982,0.013,43.53,83.96,1,18
20250122,VH_0214,545.029,4.914,0.193,54.9,109.23,2,59
20250122,VH_0153,199.064,7.174,0.148,43.23,81.57,2,107
20250123,VH_0036,234.231,25.273,0.065,42.92,83.6,3,41
20250126,VH_0072,379.392,6.663,0.296,48.98,97.61,2,145
20250126,VH_0272,240.805,5.055,0.107,56.1,111.09,1,48
20250126,VH_0195,132.592,23.733,0.142,50.54,97.68,1,73
20250126,VH_0233,139.762,33.023,0.216,55.85,111.68,2,52
20250126,VH_0275,1094.326,9.659,0.173,50.6,97.74,2,523
20250126,VH_0143,146.5,25.856,0.13,49.57,96.35,1,62
20250127,VH_0216,33.434,0.765,0.035,50.96,97.04,1,20
20250123,VH_0026,419.681,10.081,0.185,56.62,109.62,4,95
20250123,VH_0143,832.248,5.747,0.188,49.53,97.07,2,998
20250123,VH_0048,1424.585,15.399,0.15,56.6,111.68,2,766
20250123,VH_0272,904.933,38.399,0.151,56.25,111.14,3,419
20250123,VH_0256,163.713,12.998,10.512,56.34,110.53,1,41
20250123,VH_0233,638.231,2.773,0.052,56.59,110.11,2,175
20250123,VH_0125,20200.07,31.897,0.374,49.95,97.5,3,734
20250123,VH_0195,10417.339,22.544,0.302,50.39,97.49,3,641
20250123,VH_0006,217.528,15.23,0.178,49.98,97.55,2,88
20250123,VH_0185,9136.111,27.082,1.009,43.01,83.96,5,422
20250123,VH_0271,363.278,4.593,0.209,56.25,110.24,3,118
20250123,VH_0107,64.306,26.464,0.11,36.87,69.56,1,72
20250123,VH_0008,157.499,17.314,0.096,57.0,110.47,1,42
20250123,VH_0179,91.681,15.209,0.102,56.0,108.71,1,23
20250123,VH_0166,102.379,20.216,0.048,37.02,69.81,3,52
20250123,VH_0220,298.713,75.453,0.186,57.47,111.93,2,76
20250123,VH_0067,110.743,34.545,0.133,36.77,68.12,1,64
20250123,VH_0227,249.307,44.571,0.066,56.54,109.96,3,29
20250123,VH_0061,339.573,25.566,0.104,56.3,109.88,1,43
20250123,VH_0275,213.761,27.132,0.183,49.04,97.72,1,90
20250123,VH_0072,383.294,31.946,0.212,49.6,97.95,3,85
20250123,VH_0276,111.637,22.539,0.133,55.5,111.12,1,34
20250124,VH_0087,138.419,5.487,0.148,48.23,97.64,2,52
20250124,VH_0145,1055.548,26.769,5.578,56.79,111.1,6,394
20250124,VH_0080,301.69,21.48,0.233,36.24,69.02,4,204
20250124,VH_0165,1369.841,46.464,43.444,48.92,97.85,2,550
20250124,VH_0011,370.074,16.091,0.184,57.0,111.64,3,86
20250124,VH_0094,201.707,17.947,0.099,34.87,66.97,3,45
20250124,VH_0149,261.266,29.031,0.069,55.8,110.62,2,22
20250124,VH_0130,91.647,27.33,0.072,35.7,69.56,2,46
20250124,VH_0244,303.036,4.817,0.134,55.45,109.58,2,42
20250124,VH_0278,342.845,22.114,0.201,36.25,69.58,3,132
20250124,VH_0182,336.299,22.245,2.159,35.76,69.75,6,201
20250124,VH_0299,2197.429,35.963,0.199,56.91,111.49,4,666
20250124,VH_0184,150.99,23.182,0.116,50.03,97.95,2,58
20250124,VH_0219,38358.828,44.478,0.424,49.91,97.39,4,1705
20250124,VH_0101,846.801,38.864,0.059,43.68,81.42,2,321
20250124,VH_0055,308.246,22.815,0.073,49.94,97.86,2,59
20250124,VH_0172,57.33,22.547,0.148,36.18,69.89,1,74
20250124,VH_0078,197.383,8.629,0.02,55.28,108.77,2,25
20250124,VH_0213,294.487,4.557,0.136,49.52,97.86,2,66
20250124,VH_0298,161.28,4.073,0.161,35.45,69.88,2,90
20250124,VH_0255,44.321,23.799,0.018,36.93,67.61,1,25
20250124,VH_0091,232.756,12.158,0.086,56.74,111.7,2,66
20250125,VH_0029,405.107,5.522,0.268,49.14,97.74,2,98
20250125,VH_0221,243.056,7.086,0.069,54.94,111.1,2,23
20250125,VH_0033,288.455,25.402,0.231,35.97,69.91,4,167
20250125,VH_0010,327.751,41.088,0.276,50.09,97.88,2,133
20250125,VH_0212,530.411,7.127,0.256,56.22,111.98,2,129
20250125,VH_0286,305.266,13.53,0.223,56.4,111.12,3,67
20250125,VH_0027,2526.122,17.945,0.398,49.85,98.0,6,879
20250125,VH_0291,223.589,28.592,0.184,36.08,69.08,3,149
20250125,VH_0223,71.407,1.063,0.088,33.34,58.2,1,38
20250125,VH_0119,193.984,32.332,0.086,43.77,83.64,2,67
20250125,VH_0284,152.937,2.067,0.109,42.81,83.64,1,53
20250125,VH_0118,381.367,11.963,0.179,55.61,110.85,3,72
20250125,VH_0054,158.001,24.963,0.103,43.11,83.89,2,67
20250125,VH_0287,777.93,13.718,0.319,55.87,111.99,3,140
20250125,VH_0224,206.355,7.827,0.158,36.2,69.69,3,139
20250125,VH_0248,257.547,20.503,0.16,55.6,111.57,3,39
20250125,VH_0277,247.967,37.116,0.144,50.29,97.9,2,94
20250125,VH_0253,138.694,32.078,0.153,49.73,96.48,1,66
20250126,VH_0039,336.885,24.46,0.218,36.88,69.94,4,317
20250126,VH_0181,420.539,9.67,0.208,55.43,110.96,2,72
20250126,VH_0270,269.208,47.361,0.178,56.57,110.22,2,64
20250126,VH_0104,194.382,13.863,0.129,36.11,69.93,3,142
20250126,VH_0036,117.264,21.918,8.383,42.77,81.61,2,65
20250126,VH_0173,251.171,12.507,0.216,57.09,110.8,2,96
20250126,VH_0247,135.639,21.083,0.039,51.15,96.27,1,37
20250126,VH_0136,311.009,21.498,0.229,56.22,110.83,2,87
20250126,VH_0004,476.316,29.368,0.244,36.44,69.71,5,177
20250126,VH_0177,349.622,11.776,0.248,56.47,111.52,2,105
20250126,VH_0268,96.728,18.915,0.077,43.39,82.2,1,47
20250126,VH_0096,149.001,26.996,0.131,36.57,69.99,2,93
20250126,VH_0215,357.845,26.593,0.166,43.01,83.2,4,91
20250126,VH_0170,791.335,20.63,0.156,49.69,97.92,2,535
20250120,VH_0293,481.446,15.761,0.521,49.85,97.33,4,204
20250120,VH_0224,38.19,1.363,0.057,36.18,67.86,1,58
20250120,VH_0221,454.367,11.781,0.299,55.6,111.04,4,120
20250120,VH_0286,234.572,4.675,0.21,56.63,111.29,2,79
20250120,VH_0093,875.587,13.528,0.401,49.73,97.99,4,293
20250120,VH_0287,425.879,8.83,0.319,56.5,111.36,4,148
20250120,VH_0248,605.421,13.361,0.389,56.01,111.79,3,341
20250120,VH_0261,70.442,2.043,0.026,53.05,106.3,1,19
20250120,VH_0029,345.642,8.248,0.359,50.07,97.21,2,156
20250120,VH_0212,11216.493,9.44,0.306,56.98,110.32,4,727
20250120,VH_0253,80.017,2.149,0.118,49.2,97.04,1,47
20250120,VH_0277,171.178,5.591,0.118,49.38,97.76,1,72
20250120,VH_0069,255.537,7.649,0.066,56.7,110.55,2,20
20250120,VH_0033,132.857,3.948,0.131,36.31,69.3,2,98
20250120,VH_0284,40.645,1.236,0.057,42.04,79.91,1,26
20250120,VH_0291,16.702,0.647,0.066,35.34,67.8,1,17
20250120,VH_0119,74.82,20.033,18.736,43.0,83.3,2,35
20250120,VH_0027,91.844,17.632,0.049,50.49,97.21,2,37
20250120,VH_0223,30.487,1.938,0.082,34.3,67.65,1,40
20250120,VH_0010,138.781,1.174,0.0,6.16,49.29,1,1
20250121,VH_0030,170.677,2.532,0.169,47.9,97.71,2,57
20250121,VH_0081,140.926,4.489,0.095,43.19,83.81,2,81
20250121,VH_0015,279.916,25.531,0.261,56.94,111.05,2,109
20250121,VH_0168,990.504,23.876,0.339,56.37,111.68,4,416
20250121,VH_0292,201.32,7.186,0.234,48.39,95.79,2,87
20250121,VH_0017,1718.681,21.952,0.155,56.05,111.95,4,758
20250121,VH_0016,14869.546,20.658,0.364,55.94,111.53,5,639
20250121,VH_0105,30981.855,22.583,0.496,50.0,97.93,4,1735
20250121,VH_0169,456.453,6.843,0.181,56.48,111.26,5,112
20250121,VH_0084,872.965,13.83,0.299,56.1,111.48,3,415
20250121,VH_0102,308.407,37.408,0.225,36.37,69.76,5,209
20250121,VH_0190,86.976,3.464,0.011,55.61,110.65,1,15
20250121,VH_0071,92.968,24.37,0.133,36.31,68.82,2,118
20250121,VH_0231,387.212,21.751,0.301,56.54,111.78,3,130
20250121,VH_0124,112.938,19.33,0.073,43.21,79.37,2,55
20250121,VH_0249,118.684,2.7,0.114,56.09,111.95,1,47
20250121,VH_0020,360.077,28.113,0.084,43.11,83.44,2,418
20250122,VH_0287,383.614,5.646,0.182,55.39,110.6,3,75
20250122,VH_0221,171.091,32.519,0.183,53.36,111.6,2,33
20250122,VH_0253,1045.161,5.242,0.275,49.39,97.97,2,465
20250122,VH_0212,398.013,6.377,1.526,55.93,111.74,3,76
20250122,VH_0010,131.304,24.331,0.104,48.79,95.82,1,40
20250122,VH_0093,1054.316,3.302,0.128,48.83,97.58,2,443
20250122,VH_0054,231.068,4.332,0.081,42.81,83.78,2,81
20250122,VH_0033,92.309,44.017,0.142,35.88,69.8,3,80
20250122,VH_0293,206.9,24.62,0.113,50.98,97.09,2,98
20250122,VH_0027,247.85,19.627,0.179,50.44,97.83,2,102
20250122,VH_0261,205.085,41.656,0.161,56.51,111.96,3,64
20250122,VH_0119,78.464,23.331,0.094,43.2,81.55,1,51
20250122,VH_0284,195.757,5.569,0.119,42.69,83.44,2,75
20250122,VH_0277,12862.054,17.902,0.243,49.82,97.73,5,945
20250122,VH_0029,107.167,24.114,0.079,50.78,97.49,2,61
20250122,VH_0291,854.738,52.462,0.287,35.84,69.64,3,398
20250122,VH_0223,87.94,1.735,0.024,33.16,68.78,1,20
20250122,VH_0069,180.128,5.76,0.045,57.72,110.53,1,49
20250122,VH_0248,100.663,6.942,0.05,53.89,110.7,1,25
20250122,VH_0286,68.837,32.664,0.055,55.23,107.93,1,6
20250126,VH_0150,77.098,40.816,0.062,49.82,97.94,1,29
20250126,VH_0021,353.196,28.94,0.236,50.09,97.87,2,128
20250123,VH_0030,2238.791,10.15,0.262,49.67,97.99,4,1331
20250123,VH_0102,412.707,26.462,0.184,36.26,69.79,6,166
20250123,VH_0168,422.924,10.455,2.078,55.57,111.92,3,70
20250123,VH_0249,236.732,11.357,0.083,57.1,111.82,2,62
20250123,VH_0071,297.866,13.915,0.311,36.07,69.94,4,191
20250123,VH_0105,214.516,33.432,0.172,50.16,97.95,2,73
20250123,VH_0084,220.747,21.149,0.088,56.33,110.99,2,34
20250123,VH_0016,159.152,2.648,0.119,55.22,111.56,1,55
20250123,VH_0081,106.862,5.6,0.051,41.7,81.72,1,48
20250123,VH_0231,331.839,22.863,0.166,56.76,111.34,2,81
20250123,VH_0124,117.34,27.865,0.075,42.94,82.19,2,57
20250123,VH_0015,1008.302,8.561,0.253,55.83,110.75,4,270
20250123,VH_0282,278.667,4.21,0.145,55.38,109.82,2,50
20250124,VH_0073,383.884,19.078,0.292,56.33,111.12,3,97
20250124,VH_0109,286.749,23.182,0.204,36.61,70.0,3,158
20250124,VH_0217,204.975,35.581,0.208,42.9,83.73,3,114
20250124,VH_0028,252.776,21.534,1.656,43.61,83.54,4,148
20250124,VH_0186,3393.028,14.326,0.229,50.26,97.8,4,519
20250124,VH_0099,61.959,13.897,0.085,35.73,68.85,1,66
20250124,VH_0045,33609.171,24.143,0.431,49.63,97.87,4,1884
20250124,VH_0068,505.704,73.63,0.182,56.99,111.72,3,75
20250124,VH_0252,92.255,41.032,0.079,36.18,69.89,1,64
20250124,VH_0239,155.81,2.566,0.132,54.39,111.6,1,54
20250124,VH_0002,252.261,20.414,0.223,49.44,97.73,3,97
20250124,VH_0289,199.369,24.645,0.208,43.03,83.76,3,108
20250124,VH_0296,680.049,24.898,0.124,57.23,111.38,3,70
20250124,VH_0203,177.984,31.398,0.163,49.31,96.65,1,70
20250124,VH_0206,65.17,25.711,0.069,35.65,68.0,1,30
20250125,VH_0113,136.624,15.965,2.656,34.29,62.24,3,14
20250125,VH_0288,431.387,25.688,0.365,49.74,97.95,3,167
20250125,VH_0295,232.829,12.896,0.182,57.04,111.93,2,56
20250125,VH_0112,1629.951,40.579,0.317,55.98,111.31,5,551
20250125,VH_0100,145.945,2.427,0.045,46.99,93.66,1,33
20250125,VH_0160,193.51,4.719,0.155,35.49,69.32,2,103
20250125,VH_0258,126.14,15.283,0.061,55.67,107.85,1,15
20250125,VH_0035,1624.008,9.544,0.374,49.65,97.94,3,1008
20250125,VH_0077,331.541,19.171,0.341,55.66,111.41,2,80
20250125,VH_0163,249.893,21.648,0.147,49.94,96.11,1,90
20250125,VH_0083,371.13,59.283,0.177,57.36,111.88,3,66
20250125,VH_0194,10026.71,15.126,14.026,56.65,111.42,2,331
20250125,VH_0205,201.099,3.0,0.132,55.19,111.51,2,40
20250125,VH_0059,92.772,21.786,0.09,43.57,83.99,1,51
20250125,VH_0065,474.46,14.536,0.069,40.8,77.41,3,36
20250125,VH_0009,115.195,51.95,50.464,57.32,109.19,1,38
20250125,VH_0188,270.055,14.836,0.108,55.59,111.73,3,50
20250125,VH_0156,192.361,22.776,0.053,40.96,81.8,2,20
20250125,VH_0242,152.074,2.817,0.079,35.62,68.65,1,71
20250126,VH_0092,3162.719,28.395,0.449,49.75,97.73,4,1061
20250126,VH_0238,134.589,10.199,0.111,49.6,97.89,1,43
20250126,VH_0157,302.855,6.538,0.133,49.9,97.4,4,82
20250126,VH_0128,96.465,10.099,0.105,36.51,69.81,2,58
20250126,VH_0158,233.954,25.551,0.1,57.32,111.95,2,75
20250126,VH_0025,197.191,19.165,0.214,57.36,110.11,2,57
20250126,VH_0050,525.241,27.405,3.128,49.49,97.94,4,144
20250126,VH_0232,454.073,34.246,0.154,57.59,111.23,2,66
20250120,VH_0065,73.93,17.864,0.061,42.94,73.66,2,19
20250120,VH_0194,194.603,5.092,0.132,55.91,109.95,3,55
20250120,VH_0163,257.122,8.345,0.271,49.09,96.56,2,130
20250120,VH_0196,323.333,11.68,0.208,56.36,111.8,4,98
20250120,VH_0258,225.054,4.971,0.061,55.76,111.31,2,40
20250120,VH_0211,65.662,1.871,0.077,52.4,111.93,1,28
20250120,VH_0160,1159.66,3.915,0.099,35.91,69.3,3,399
20250120,VH_0059,155.266,9.165,0.208,43.54,83.02,2,102
20250120,VH_0205,135.492,12.266,0.036,57.15,111.71,2,25
20250120,VH_0077,122.205,2.866,0.151,56.47,111.56,1,60
20250120,VH_0100,501.146,15.211,0.256,49.56,97.1,2,140
20250120,VH_0188,320.366,3.342,0.153,56.92,111.51,2,173
20250120,VH_0113,80.588,2.479,0.107,34.39,68.49,1,61
20250120,VH_0295,129.685,3.051,0.134,56.29,111.78,1,71
20250120,VH_0009,547.598,3.663,0.181,57.6,110.54,2,284
20250120,VH_0283,58.581,1.699,0.067,43.14,83.46,1,40
20250121,VH_0006,6736.362,17.649,0.282,49.85,97.41,6,1717
20250121,VH_0276,1279.959,29.161,0.245,56.69,111.94,5,319
20250121,VH_0067,139.973,30.188,0.181,36.13,69.78,2,107
20250121,VH_0008,356.919,20.479,0.355,57.27,111.14,3,133
20250121,VH_0107,64.153,12.332,0.056,35.37,66.81,1,28
20250121,VH_0143,334.167,11.091,0.298,50.36,97.89,3,186
20250121,VH_0185,54.552,5.886,0.028,36.88,83.99,1,17
20250121,VH_0048,16964.971,21.221,0.295,56.55,111.7,5,1394
20250121,VH_0227,528.624,24.993,0.305,57.0,111.37,4,187
20250121,VH_0095,140.476,24.797,0.17,36.36,69.97,2,103
20250121,VH_0195,564.032,7.186,0.238,48.53,97.28,2,117
20250121,VH_0026,213.379,13.849,0.116,56.63,107.68,3,52
20250121,VH_0233,478.448,28.588,0.205,55.22,110.09,2,46
